,batch_size,imputation_strategy,learning_rate_scheduler,loss,network,max_dropout,normalization_strategy,optimizer,cosine_annealing_T_max,cosine_annealing_eta_min,activation,max_units,mlp_shape,num_layers,learning_rate,momentum,weight_decay,final_val_accuracy,final_test_accuracy,final_val_balanced_accuracy,final_test_balanced_accuracy
527,238,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.09229329752998161,standardize,sgd,50,1e-08,relu,87,funnel,4,0.0006367685136749891,0.6371294085401483,0.02987079360574201,28.78661087866109,28.78661087866109,28.78661087866109,28.78661087866109
528,67,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.9483730684880225,standardize,sgd,50,1e-08,relu,117,funnel,3,0.0007057825476093009,0.3043423463146426,0.032829184541052776,64.76987447698744,64.76987447698744,64.76987447698744,64.76987447698744
529,256,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.03348323934791264,standardize,sgd,50,1e-08,relu,455,funnel,True,0.0004465717497548642,0.8391720044207021,0.06894463937003116,67.11297071129707,67.11297071129707,67.11297071129707,67.11297071129707
530,246,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.31927137812331163,standardize,sgd,50,1e-08,relu,177,funnel,2,0.024447349244355192,0.7590905033263591,0.020741381548902697,76.82008368200837,76.82008368200837,76.82008368200837,76.82008368200837
531,65,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.787194096332035,standardize,sgd,50,1e-08,relu,90,funnel,True,0.003195180209538326,0.7736508023232624,0.08315062299855239,72.63598326359832,72.63598326359832,72.63598326359832,72.63598326359832
532,51,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.0367111864999663,standardize,sgd,50,1e-08,relu,562,funnel,3,0.00025252670235529175,0.86244824261304,0.07087926705658103,75.31380753138075,75.31380753138075,75.31380753138075,75.31380753138075
533,52,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.3482890314564633,standardize,sgd,50,1e-08,relu,80,funnel,3,0.002378075150813442,0.9580198378581491,0.04547068755013099,75.31380753138075,75.31380753138075,75.31380753138075,75.31380753138075
534,342,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.01810987208275372,standardize,sgd,50,1e-08,relu,263,funnel,4,0.0028650682633978367,0.16578839062691222,0.08851448153871828,75.81589958158996,75.81589958158996,75.81589958158996,75.81589958158996
535,118,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.45914584055522834,standardize,sgd,50,1e-08,relu,460,funnel,3,0.07450993053987898,0.7161963382422226,0.09578604840643601,69.2050209205021,69.2050209205021,69.2050209205021,69.2050209205021
536,123,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.8833408256098193,standardize,sgd,50,1e-08,relu,231,funnel,4,0.00018468623474492818,0.39924537901507223,0.008243052305464196,71.2133891213389,71.2133891213389,71.2133891213389,71.2133891213389
537,16,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.19119709107024263,standardize,sgd,50,1e-08,relu,222,funnel,2,0.017890425947510922,0.5784539200858168,0.062304603983611914,74.64435146443515,74.64435146443515,74.64435146443515,74.64435146443515
538,285,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.9444252742036822,standardize,sgd,50,1e-08,relu,314,funnel,True,0.0001790056079493423,0.2698423270978111,0.02998019155683179,62.00836820083681,62.00836820083681,62.00836820083681,62.00836820083681
539,438,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.09651018595128491,standardize,sgd,50,1e-08,relu,162,funnel,True,0.04777722906785334,0.29942276784887395,0.03832017839015921,72.71966527196653,72.71966527196653,72.71966527196653,72.71966527196653
540,69,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.3445557897069874,standardize,sgd,50,1e-08,relu,110,funnel,3,0.004580160259555344,0.22167264213164478,0.046808111974920734,72.71966527196653,72.71966527196653,72.71966527196653,72.71966527196653
541,389,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.4764043607928866,standardize,sgd,50,1e-08,relu,183,funnel,2,0.0003126360267615742,0.8378228341762647,0.03400739354165769,70.29288702928869,70.29288702928869,70.29288702928869,70.29288702928869
542,230,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.44622501695740824,standardize,sgd,50,1e-08,relu,147,funnel,True,0.005373620760615292,0.26146899110248467,0.0008441051442073141,71.0460251046025,71.0460251046025,71.0460251046025,71.0460251046025
543,443,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.5602075155866985,standardize,sgd,50,1e-08,relu,249,funnel,2,0.005943366529210381,0.3611842845011902,0.09397130503336248,73.38912133891213,73.38912133891213,73.38912133891213,73.38912133891213
544,51,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.04230649242821782,standardize,sgd,50,1e-08,relu,575,funnel,True,0.02350004264412503,0.3571376721514444,0.0808014927543959,72.63598326359832,72.63598326359832,72.63598326359832,72.63598326359832
545,17,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.5543900865637328,standardize,sgd,50,1e-08,relu,731,funnel,True,0.00015176094072119015,0.5211711456396705,0.09351379747723278,69.2050209205021,69.2050209205021,69.2050209205021,69.2050209205021
546,43,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.35797046265316323,standardize,sgd,50,1e-08,relu,532,funnel,True,0.0099299461875641,0.13439311629037992,0.01613504751848773,73.13807531380753,73.13807531380753,73.13807531380753,73.13807531380753
547,168,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.4726133644590619,standardize,sgd,50,1e-08,relu,462,funnel,True,0.025079829264196284,0.388337843859104,0.06016352727612641,72.97071129707113,72.97071129707113,72.97071129707113,72.97071129707113
548,338,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.5124350871276422,standardize,sgd,50,1e-08,relu,430,funnel,3,0.0008957531373801491,0.12072644274075998,0.09905149119637564,78.07531380753137,78.07531380753137,78.07531380753137,78.07531380753137
549,501,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.18951803208712448,standardize,sgd,50,1e-08,relu,97,funnel,4,0.000267724309618779,0.37989981005521745,0.04966218214404409,70.96234309623432,70.96234309623432,70.96234309623432,70.96234309623432
550,426,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.7876960097911112,standardize,sgd,50,1e-08,relu,262,funnel,4,0.0001853377633523848,0.23352410149834235,0.06991573193145817,38.24267782426779,38.24267782426779,38.24267782426779,38.24267782426779
551,45,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.5189908413620608,standardize,sgd,50,1e-08,relu,216,funnel,3,0.0007389867334686666,0.6520602001314628,0.01735562585731681,72.46861924686192,72.46861924686192,72.46861924686192,72.46861924686192
552,77,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.5290343376101176,standardize,sgd,50,1e-08,relu,565,funnel,3,0.004860014772066249,0.7589502693972602,0.0528281127274963,74.89539748953975,74.89539748953975,74.89539748953975,74.89539748953975
553,24,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.12348996101385912,standardize,sgd,50,1e-08,relu,113,funnel,3,0.003097584669577226,0.7192560509955294,0.016209221527862007,77.07112970711297,77.07112970711297,77.07112970711297,77.07112970711297
554,39,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.4037509088707101,standardize,sgd,50,1e-08,relu,550,funnel,3,0.0005172706392707427,0.7010116936359677,0.00896702708973396,74.56066945606695,74.56066945606695,74.56066945606695,74.56066945606695
555,167,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.9861043574503997,standardize,sgd,50,1e-08,relu,329,funnel,True,0.003525279166140116,0.3438585882079785,0.053658935437330114,71.1297071129707,71.1297071129707,71.1297071129707,71.1297071129707
556,19,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.15078262828444566,standardize,sgd,50,1e-08,relu,111,funnel,2,0.04635122588644059,0.41153061767849974,0.08383621050761163,73.97489539748953,73.97489539748953,73.97489539748953,73.97489539748953
557,79,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.15703733824160693,standardize,sgd,50,1e-08,relu,895,funnel,4,0.00039030680914921837,0.4673096373354013,0.0029580630319070715,73.22175732217573,73.22175732217573,73.22175732217573,73.22175732217573
558,122,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.484151657093878,standardize,sgd,50,1e-08,relu,297,funnel,True,0.00019517640792781875,0.7269440760531148,0.051365208632162485,65.43933054393305,65.43933054393305,65.43933054393305,65.43933054393305
559,30,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.8097726326286202,standardize,sgd,50,1e-08,relu,95,funnel,3,0.0004929966920294125,0.4691278745660904,0.04613952662194599,66.69456066945607,66.69456066945607,66.69456066945607,66.69456066945607
560,59,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.16267662635491698,standardize,sgd,50,1e-08,relu,413,funnel,2,0.02628668781980328,0.11122928788818812,0.0750661228775577,74.64435146443515,74.64435146443515,74.64435146443515,74.64435146443515
561,39,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.48124927613166235,standardize,sgd,50,1e-08,relu,524,funnel,4,0.0003417479014399929,0.16813146393453865,0.04509662851716745,71.2133891213389,71.2133891213389,71.2133891213389,71.2133891213389
562,352,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.8086979311456625,standardize,sgd,50,1e-08,relu,706,funnel,True,0.005289218819899067,0.43456288488778533,0.075635198325883,70.5439330543933,70.5439330543933,70.5439330543933,70.5439330543933
563,333,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.7437084538142894,standardize,sgd,50,1e-08,relu,296,funnel,True,0.005258083592233221,0.5593818108704744,0.08822309595898248,71.7154811715481,71.7154811715481,71.7154811715481,71.7154811715481
564,58,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.24683143461658574,standardize,sgd,50,1e-08,relu,126,funnel,2,0.00012744407928292744,0.7831304742506373,0.07033879916841726,73.72384937238495,73.72384937238495,73.72384937238495,73.72384937238495
565,218,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.1430923975233418,standardize,sgd,50,1e-08,relu,623,funnel,4,0.000619826433625508,0.950554989522298,0.04923933885637845,74.22594142259415,74.22594142259415,74.22594142259415,74.22594142259415
566,26,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.3023566097075212,standardize,sgd,50,1e-08,relu,75,funnel,3,0.032044990953264775,0.8374345720494171,0.07270162854206383,69.3723849372385,69.3723849372385,69.3723849372385,69.3723849372385
567,384,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.7395812913604772,standardize,sgd,50,1e-08,relu,64,funnel,3,0.00996803786436224,0.23630874651789913,0.021629793946234824,73.72384937238495,73.72384937238495,73.72384937238495,73.72384937238495
568,27,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.7225973732983813,standardize,sgd,50,1e-08,relu,831,funnel,2,0.03320497005916122,0.3457185646346548,0.09210241713733533,73.72384937238495,73.72384937238495,73.72384937238495,73.72384937238495
569,179,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.8365958321379555,standardize,sgd,50,1e-08,relu,320,funnel,4,0.0012435763514567506,0.8857836187194279,0.006604615100436738,73.89121338912133,73.89121338912133,73.89121338912133,73.89121338912133
570,454,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.39663225450263007,standardize,sgd,50,1e-08,relu,288,funnel,4,0.0023260937757162586,0.874586446973449,0.020549464423791002,72.38493723849372,72.38493723849372,72.38493723849372,72.38493723849372
571,67,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.04835421504701076,standardize,sgd,50,1e-08,relu,339,funnel,4,0.00010143689699206657,0.21920870542197984,0.05339888476874502,67.02928870292887,67.02928870292887,67.02928870292887,67.02928870292887
572,219,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.3074450957264464,standardize,sgd,50,1e-08,relu,763,funnel,2,0.04183731728069128,0.11909762724372584,0.037663453651518505,77.65690376569037,77.65690376569037,77.65690376569037,77.65690376569037
573,129,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.6818530051599173,standardize,sgd,50,1e-08,relu,927,funnel,True,0.025609540743417397,0.3011911889562814,0.09547324186754287,72.63598326359832,72.63598326359832,72.63598326359832,72.63598326359832
574,29,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.9889120021710232,standardize,sgd,50,1e-08,relu,625,funnel,4,0.0003984905125926989,0.683365521899102,0.0828843507854723,72.38493723849372,72.38493723849372,72.38493723849372,72.38493723849372
575,102,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.8769199846892761,standardize,sgd,50,1e-08,relu,719,funnel,4,0.00031683083600064717,0.17848973262312648,0.09289316610484856,76.06694560669456,76.06694560669456,76.06694560669456,76.06694560669456
576,185,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.4688113330094559,standardize,sgd,50,1e-08,relu,506,funnel,3,0.0016731119234099276,0.17809925954759093,0.07749830962790852,71.0460251046025,71.0460251046025,71.0460251046025,71.0460251046025
577,242,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.25758452025573486,standardize,sgd,50,1e-08,relu,133,funnel,2,0.005001347261507,0.5708577175653503,0.09952651453766903,73.55648535564853,73.55648535564853,73.55648535564853,73.55648535564853
578,307,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.43618937710761474,standardize,sgd,50,1e-08,relu,145,funnel,2,0.028872769619695468,0.7201578319783966,0.058443473575778865,74.39330543933055,74.39330543933055,74.39330543933055,74.39330543933055
579,39,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.03381360854879634,standardize,sgd,50,1e-08,relu,114,funnel,4,0.00038136703867952803,0.8239903094230026,0.055801920813315975,75.14644351464436,75.14644351464436,75.14644351464436,75.14644351464436
580,506,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.2796010046620182,standardize,sgd,50,1e-08,relu,110,funnel,2,0.03140957773442872,0.1708631620706371,0.0227796900344143,74.30962343096235,74.30962343096235,74.30962343096235,74.30962343096235
581,21,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.3839583905644205,standardize,sgd,50,1e-08,relu,169,funnel,True,0.0007232719924868949,0.6061354317594437,0.049432142576729114,72.71966527196653,72.71966527196653,72.71966527196653,72.71966527196653
582,92,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.29204785974986147,standardize,sgd,50,1e-08,relu,284,funnel,True,0.03915845513439051,0.8587120187799319,0.06619007020424905,72.71966527196653,72.71966527196653,72.71966527196653,72.71966527196653
583,30,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.9768839025846001,standardize,sgd,50,1e-08,relu,575,funnel,True,0.00789551874350596,0.2267010664277909,0.07854478078947331,72.80334728033473,72.80334728033473,72.80334728033473,72.80334728033473
584,33,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.22876785856283388,standardize,sgd,50,1e-08,relu,289,funnel,3,0.0019545010279827936,0.16797398649654138,0.022153166935391842,75.56485355648536,75.56485355648536,75.56485355648536,75.56485355648536
585,17,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.6198434023506484,standardize,sgd,50,1e-08,relu,196,funnel,True,0.002101668053260091,0.21838607676057561,0.016190086322989534,73.47280334728033,73.47280334728033,73.47280334728033,73.47280334728033
586,444,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.21616728478779368,standardize,sgd,50,1e-08,relu,85,funnel,3,0.012704783972138782,0.32416476997211013,0.053454766896099765,71.0460251046025,71.0460251046025,71.0460251046025,71.0460251046025
587,18,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.6418645154511531,standardize,sgd,50,1e-08,relu,921,funnel,True,0.0001032628414513573,0.3185033697170101,0.07087060678619496,67.36401673640168,67.36401673640168,67.36401673640168,67.36401673640168
588,124,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.5163501965655225,standardize,sgd,50,1e-08,relu,876,funnel,2,0.00039386701527194295,0.11858717748132044,0.09593738263332462,72.88702928870293,72.88702928870293,72.88702928870293,72.88702928870293
589,91,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.6059276050477963,standardize,sgd,50,1e-08,relu,227,funnel,2,0.006030454801472436,0.17971258831003847,0.02387854355869181,73.72384937238495,73.72384937238495,73.72384937238495,73.72384937238495
590,478,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.8642260806130225,standardize,sgd,50,1e-08,relu,130,funnel,True,0.004927650588413732,0.5138247573322189,0.04095834298500039,70.0418410041841,70.0418410041841,70.0418410041841,70.0418410041841
591,29,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.6966449022919056,standardize,sgd,50,1e-08,relu,751,funnel,2,0.01440175491010223,0.1735878650174512,0.09717857322230536,73.89121338912133,73.89121338912133,73.89121338912133,73.89121338912133
592,262,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.9550349536886013,standardize,sgd,50,1e-08,relu,137,funnel,3,0.0012961711882638293,0.24786148743647635,0.08542056309988508,70.7949790794979,70.7949790794979,70.7949790794979,70.7949790794979
593,89,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.2584301885718465,standardize,sgd,50,1e-08,relu,91,funnel,2,0.015115749844691101,0.43014778280271077,0.05848512923808087,74.39330543933055,74.39330543933055,74.39330543933055,74.39330543933055
594,33,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.715340285431291,standardize,sgd,50,1e-08,relu,202,funnel,True,0.0012827065057847756,0.6494082796947521,0.05552202329084214,72.71966527196653,72.71966527196653,72.71966527196653,72.71966527196653
595,18,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.5712212203648597,standardize,sgd,50,1e-08,relu,273,funnel,4,0.0021271175463499366,0.3954722857152902,0.07188948956731733,73.38912133891213,73.38912133891213,73.38912133891213,73.38912133891213
596,93,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.43762702495403993,standardize,sgd,50,1e-08,relu,490,funnel,4,0.00025999181409999564,0.18303147017624094,0.00794169690146827,75.14644351464436,75.14644351464436,75.14644351464436,75.14644351464436
597,70,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.2435524014774737,standardize,sgd,50,1e-08,relu,639,funnel,True,0.015577086994999503,0.24083587454803188,0.003318951714411592,72.88702928870293,72.88702928870293,72.88702928870293,72.88702928870293
598,507,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.4783986976566652,standardize,sgd,50,1e-08,relu,213,funnel,4,0.04552426584607894,0.12618361545990403,0.04679781153704599,74.14225941422595,74.14225941422595,74.14225941422595,74.14225941422595
599,47,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.25524044083365416,standardize,sgd,50,1e-08,relu,568,funnel,True,0.052675273018918875,0.18891491863612112,0.0618053410671847,72.97071129707113,72.97071129707113,72.97071129707113,72.97071129707113
600,107,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.23583223072434367,standardize,sgd,50,1e-08,relu,104,funnel,4,0.003493612707696526,0.6121489809531303,0.07283681731087024,74.97907949790795,74.97907949790795,74.97907949790795,74.97907949790795
601,503,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.4052474525290636,standardize,sgd,50,1e-08,relu,321,funnel,2,0.00262940153620211,0.2759461923554728,0.05654750230591239,73.05439330543933,73.05439330543933,73.05439330543933,73.05439330543933
602,421,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.8522780285002125,standardize,sgd,50,1e-08,relu,488,funnel,3,0.008227243391562349,0.32927418237720435,0.06322509339794567,70.8786610878661,70.8786610878661,70.8786610878661,70.8786610878661
603,262,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.8484622911872401,standardize,sgd,50,1e-08,relu,582,funnel,2,0.0006341228095641218,0.1877565595318932,0.004019386754450968,73.47280334728033,73.47280334728033,73.47280334728033,73.47280334728033
604,132,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.20334002632068604,standardize,sgd,50,1e-08,relu,340,funnel,2,0.0055456578135031345,0.6205985899222852,0.0541543587519666,75.89958158995816,75.89958158995816,75.89958158995816,75.89958158995816
605,17,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.21372513231478518,standardize,sgd,50,1e-08,relu,131,funnel,4,0.006579599464967888,0.26899382566768615,0.08688383168383496,77.74058577405857,77.74058577405857,77.74058577405857,77.74058577405857
606,351,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.40343187885886056,standardize,sgd,50,1e-08,relu,286,funnel,True,0.009926827212430907,0.15016077457733978,0.04416977020887817,70.96234309623432,70.96234309623432,70.96234309623432,70.96234309623432
607,174,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.7119255542405095,standardize,sgd,50,1e-08,relu,629,funnel,3,0.0004657573435110372,0.10125287282212651,0.006899154233809629,67.69874476987448,67.69874476987448,67.69874476987448,67.69874476987448
608,142,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.6466339425021841,standardize,sgd,50,1e-08,relu,678,funnel,3,0.0032038626190905805,0.31962233801443135,0.07533312589731157,73.55648535564853,73.55648535564853,73.55648535564853,73.55648535564853
609,162,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.9227097748140898,standardize,sgd,50,1e-08,relu,103,funnel,4,0.049161119074564996,0.12820737825874565,0.07863135682623373,71.2133891213389,71.2133891213389,71.2133891213389,71.2133891213389
610,413,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.6423374758282161,standardize,sgd,50,1e-08,relu,138,funnel,2,0.01266636159196467,0.3858785776212811,0.07322302528233411,74.39330543933055,74.39330543933055,74.39330543933055,74.39330543933055
611,75,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.3057504013330009,standardize,sgd,50,1e-08,relu,813,funnel,2,0.0028808057354082314,0.24747129718920555,0.01038465447721856,77.48953974895397,77.48953974895397,77.48953974895397,77.48953974895397
612,472,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.7351368754887586,standardize,sgd,50,1e-08,relu,242,funnel,2,0.0002442621443307152,0.8120691273896544,0.029125347382261545,71.63179916317992,71.63179916317992,71.63179916317992,71.63179916317992
613,501,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.005003915656138336,standardize,sgd,50,1e-08,relu,323,funnel,2,0.0004836460364648987,0.13546928321629909,0.005801858214185939,69.6234309623431,69.6234309623431,69.6234309623431,69.6234309623431
614,48,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.7158858349498574,standardize,sgd,50,1e-08,relu,104,funnel,True,0.0012043246954201291,0.26123625293164743,0.03093914358811542,71.46443514644352,71.46443514644352,71.46443514644352,71.46443514644352
615,59,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.041237039423700717,standardize,sgd,50,1e-08,relu,864,funnel,2,0.004595552546120986,0.1129408571081228,0.042815305716344586,76.82008368200837,76.82008368200837,76.82008368200837,76.82008368200837
616,95,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.8128923989659004,standardize,sgd,50,1e-08,relu,70,funnel,3,0.006402095430543137,0.2163622993188344,0.02055440016382404,77.40585774058577,77.40585774058577,77.40585774058577,77.40585774058577
617,36,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.8730721831254985,standardize,sgd,50,1e-08,relu,382,funnel,True,0.0033218742257038413,0.21095006009077785,0.05408139490482502,72.71966527196653,72.71966527196653,72.71966527196653,72.71966527196653
618,57,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.8938852337485775,standardize,sgd,50,1e-08,relu,901,funnel,2,0.0123983682593703,0.312321001415236,0.0016797570602064434,77.32217573221757,77.32217573221757,77.32217573221757,77.32217573221757
619,29,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.024132993892936883,standardize,sgd,50,1e-08,relu,254,funnel,4,0.0012554416821478408,0.19753859733170964,0.03349750647201622,75.56485355648536,75.56485355648536,75.56485355648536,75.56485355648536
620,93,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.44149023907009743,standardize,sgd,50,1e-08,relu,84,funnel,True,0.0003166514346164985,0.6592095333571721,0.09139516543008469,66.94560669456067,66.94560669456067,66.94560669456067,66.94560669456067
621,27,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.41080809069023394,standardize,sgd,50,1e-08,relu,983,funnel,2,0.001043511885144651,0.16552517703275546,0.02932267877505742,77.40585774058577,77.40585774058577,77.40585774058577,77.40585774058577
622,57,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.5652775378039339,standardize,sgd,50,1e-08,relu,800,funnel,2,0.04092375220855857,0.3379717587860239,0.09040973962052025,73.64016736401673,73.64016736401673,73.64016736401673,73.64016736401673
623,210,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.6954144625004088,standardize,sgd,50,1e-08,relu,201,funnel,2,0.00011870011020988337,0.13869894730140614,0.01111961244346371,24.351464435146443,24.351464435146443,24.351464435146443,24.351464435146443
624,490,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.7683043937445861,standardize,sgd,50,1e-08,relu,796,funnel,True,0.0013162334309567874,0.27163905084403245,0.09887973605877806,63.93305439330545,63.93305439330545,63.93305439330545,63.93305439330545
625,232,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.3990836677769388,standardize,sgd,50,1e-08,relu,335,funnel,2,0.0010382502033404594,0.36247698063926553,0.07494630075398549,72.30125523012553,72.30125523012553,72.30125523012553,72.30125523012553
626,146,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.9787497704513151,standardize,sgd,50,1e-08,relu,143,funnel,3,0.00014447217467989027,0.11864157717219631,0.06050833290302867,66.94560669456067,66.94560669456067,66.94560669456067,66.94560669456067
627,25,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.6254785924946857,standardize,sgd,50,1e-08,relu,314,funnel,4,0.012218995443529477,0.36329214348184646,0.030471859791112162,76.31799163179916,76.31799163179916,76.31799163179916,76.31799163179916
628,91,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.9811357700887943,standardize,sgd,50,1e-08,relu,67,funnel,True,0.0031225677299675484,0.2715342690858648,0.054398065156172584,72.13389121338912,72.13389121338912,72.13389121338912,72.13389121338912
629,28,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.3061405779282945,standardize,sgd,50,1e-08,relu,65,funnel,4,0.017095825578910963,0.17705813322271918,0.04119273196000846,77.48953974895397,77.48953974895397,77.48953974895397,77.48953974895397
630,82,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.6375919960822157,standardize,sgd,50,1e-08,relu,103,funnel,4,0.00012664799193386919,0.1867366954511754,0.002645358298124369,54.97907949790795,54.97907949790795,54.97907949790795,54.97907949790795
631,146,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.14837748163414244,standardize,sgd,50,1e-08,relu,778,funnel,True,0.0037978177235706246,0.8201865501556099,0.01769844199594486,72.80334728033473,72.80334728033473,72.80334728033473,72.80334728033473
632,43,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.7733773426286716,standardize,sgd,50,1e-08,relu,123,funnel,True,0.00019130939857752826,0.29079319867769,0.020793880067910494,66.02510460251047,66.02510460251047,66.02510460251047,66.02510460251047
633,101,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.023716955196468215,standardize,sgd,50,1e-08,relu,788,funnel,2,0.0025273841192579353,0.7047359864466619,0.08133574998179001,77.15481171548117,77.15481171548117,77.15481171548117,77.15481171548117
